DateTime,GIC,GIC_QDC,IQR,Source
2018-03-23/22:54:10,5.91,0.0447,0.3528,Node_7
2018-03-23/22:54:11,5.92,0.0447,0.3529,Node_7
2018-03-23/22:54:12,5.91,0.0447,0.3529,Node_7
2018-03-23/22:54:13,5.9,0.0446,0.353,Node_7
2018-03-23/22:54:14,5.92,0.0446,0.3531,Node_7
2018-03-23/22:54:15,5.96,0.0446,0.3532,Node_7
2018-03-23/22:54:16,5.91,0.0446,0.3532,Node_7
2018-03-23/22:54:17,5.88,0.0445,0.3533,Node_7
2018-03-23/22:54:18,5.89,0.0445,0.3534,Node_7
2018-03-23/22:54:19,5.87,0.0445,0.3535,Node_7
2018-03-23/22:54:20,5.91,0.0444,0.3536,Node_7
2018-03-23/22:54:21,5.9,0.0444,0.3536,Node_7
2018-03-23/22:54:22,5.89,0.0444,0.3537,Node_7
2018-03-23/22:54:23,5.94,0.0444,0.3538,Node_7
2018-03-23/22:54:24,5.96,0.0443,0.3539,Node_7
2018-03-23/22:54:25,5.99,0.0443,0.3539,Node_7
2018-03-23/22:54:26,5.99,0.0443,0.354,Node_7
2018-03-23/22:54:27,6.01,0.0442,0.3541,Node_7
2018-03-23/22:54:28,6.04,0.0442,0.3542,Node_7
2018-03-23/22:54:29,6.1,0.0442,0.3543,Node_7
2018-03-23/22:54:30,6.13,0.0442,0.3543,Node_7
2018-03-23/22:54:31,6.16,0.0441,0.3544,Node_7
2018-03-23/22:54:32,6.21,0.0441,0.3545,Node_7
2018-03-23/22:54:33,6.22,0.0441,0.3546,Node_7
2018-03-23/22:54:34,6.26,0.0441,0.3546,Node_7
2018-03-23/22:54:35,6.32,0.044,0.3547,Node_7
2018-03-23/22:54:36,6.37,0.044,0.3548,Node_7
2018-03-23/22:54:37,6.39,0.044,0.3549,Node_7
2018-03-23/22:54:38,6.45,0.0439,0.355,Node_7
2018-03-23/22:54:39,6.48,0.0439,0.355,Node_7
2018-03-23/22:54:40,6.52,0.0439,0.3551,Node_7
2018-03-23/22:54:41,6.56,0.0439,0.3552,Node_7
2018-03-23/22:54:42,6.58,0.0438,0.3553,Node_7
2018-03-23/22:54:43,6.57,0.0438,0.3553,Node_7
2018-03-23/22:54:44,6.59,0.0438,0.3554,Node_7
2018-03-23/22:54:45,6.6,0.0437,0.3555,Node_7
2018-03-23/22:54:46,6.61,0.0437,0.3556,Node_7
2018-03-23/22:54:47,6.63,0.0437,0.3557,Node_7
2018-03-23/22:54:48,6.65,0.0437,0.3557,Node_7
2018-03-23/22:54:49,6.65,0.0436,0.3558,Node_7
2018-03-23/22:54:50,6.65,0.0436,0.3559,Node_7
2018-03-23/22:54:51,6.67,0.0436,0.356,Node_7
2018-03-23/22:54:52,6.66,0.0436,0.356,Node_7
2018-03-23/22:54:53,6.66,0.0435,0.3561,Node_7
2018-03-23/22:54:54,6.69,0.0435,0.3562,Node_7
2018-03-23/22:54:55,6.69,0.0435,0.3563,Node_7
2018-03-23/22:54:56,6.71,0.0434,0.3564,Node_7
2018-03-23/22:54:57,6.72,0.0434,0.3564,Node_7
2018-03-23/22:54:58,6.71,0.0434,0.3565,Node_7
2018-03-23/22:54:59,6.75,0.0434,0.3566,Node_7
2018-03-23/22:55:00,6.75,0.0433,0.3567,Node_7
2018-03-23/22:55:01,6.76,0.0433,0.3567,Node_7
2018-03-23/22:55:02,6.81,0.0433,0.3568,Node_7
2018-03-23/22:55:03,6.82,0.0432,0.3569,Node_7
2018-03-23/22:55:04,6.76,0.0432,0.357,Node_7
2018-03-23/22:55:05,6.79,0.0432,0.3571,Node_7
2018-03-23/22:55:06,6.8,0.0432,0.3571,Node_7
2018-03-23/22:55:07,6.84,0.0431,0.3572,Node_7
2018-03-23/22:55:08,6.9,0.0431,0.3573,Node_7
2018-03-23/22:55:09,6.89,0.0431,0.3574,Node_7
2018-03-23/22:55:10,6.88,0.0431,0.3574,Node_7
2018-03-23/22:55:11,6.88,0.043,0.3575,Node_7
2018-03-23/22:55:12,6.92,0.043,0.3576,Node_7
2018-03-23/22:55:13,6.98,0.043,0.3577,Node_7
2018-03-23/22:55:14,6.98,0.0429,0.3578,Node_7
2018-03-23/22:55:15,6.96,0.0429,0.3578,Node_7
2018-03-23/22:55:16,6.94,0.0429,0.3579,Node_7
2018-03-23/22:55:17,6.98,0.0429,0.358,Node_7
2018-03-23/22:55:18,7.03,0.0428,0.3581,Node_7
2018-03-23/22:55:19,7.01,0.0428,0.3581,Node_7
2018-03-23/22:55:20,7.01,0.0428,0.3582,Node_7
2018-03-23/22:55:21,7.03,0.0427,0.3583,Node_7
2018-03-23/22:55:22,7.09,0.0427,0.3584,Node_7
2018-03-23/22:55:23,7.06,0.0427,0.3585,Node_7
2018-03-23/22:55:24,7.05,0.0427,0.3585,Node_7
2018-03-23/22:55:25,7.02,0.0426,0.3586,Node_7
2018-03-23/22:55:26,6.98,0.0426,0.3587,Node_7
2018-03-23/22:55:27,6.95,0.0426,0.3588,Node_7
2018-03-23/22:55:28,6.99,0.0426,0.3588,Node_7
2018-03-23/22:55:29,6.97,0.0425,0.3589,Node_7
2018-03-23/22:55:30,6.95,0.0425,0.359,Node_7
2018-03-23/22:55:31,6.92,0.0425,0.3591,Node_7
2018-03-23/22:55:32,6.93,0.0424,0.3592,Node_7
2018-03-23/22:55:33,6.93,0.0424,0.3592,Node_7
2018-03-23/22:55:34,6.88,0.0424,0.3593,Node_7
2018-03-23/22:55:35,6.89,0.0424,0.3594,Node_7
2018-03-23/22:55:36,6.89,0.0423,0.3595,Node_7
2018-03-23/22:55:37,6.9,0.0423,0.3595,Node_7
2018-03-23/22:55:38,6.89,0.0423,0.3596,Node_7
2018-03-23/22:55:39,6.88,0.0422,0.3597,Node_7
2018-03-23/22:55:40,6.9,0.0422,0.3598,Node_7
2018-03-23/22:55:41,6.94,0.0422,0.3599,Node_7
2018-03-23/22:55:42,6.9,0.0422,0.3599,Node_7
2018-03-23/22:55:43,6.97,0.0421,0.36,Node_7
2018-03-23/22:55:44,6.99,0.0421,0.3601,Node_7
2018-03-23/22:55:45,6.97,0.0421,0.3602,Node_7
2018-03-23/22:55:46,7.01,0.0421,0.3602,Node_7
2018-03-23/22:55:47,6.99,0.042,0.3603,Node_7
2018-03-23/22:55:48,7.02,0.042,0.3604,Node_7
2018-03-23/22:55:49,7.01,0.042,0.3605,Node_7
2018-03-23/22:55:50,7.0,0.0419,0.3606,Node_7
2018-03-23/22:55:51,7.0,0.0419,0.3606,Node_7
2018-03-23/22:55:52,7.02,0.0419,0.3607,Node_7
2018-03-23/22:55:53,7.02,0.0419,0.3608,Node_7
2018-03-23/22:55:54,6.99,0.0418,0.3609,Node_7
2018-03-23/22:55:55,6.98,0.0418,0.3609,Node_7
2018-03-23/22:55:56,6.99,0.0418,0.361,Node_7
2018-03-23/22:55:57,6.98,0.0417,0.3611,Node_7
2018-03-23/22:55:58,7.01,0.0417,0.3612,Node_7
2018-03-23/22:55:59,6.98,0.0417,0.3613,Node_7
2018-03-23/22:56:00,6.97,0.0417,0.3613,Node_7
2018-03-23/22:56:01,6.99,0.0416,0.3614,Node_7
2018-03-23/22:56:02,7.01,0.0416,0.3615,Node_7
2018-03-23/22:56:03,7.03,0.0416,0.3616,Node_7
2018-03-23/22:56:04,7.03,0.0416,0.3616,Node_7
2018-03-23/22:56:05,7.04,0.0415,0.3617,Node_7
2018-03-23/22:56:06,7.06,0.0415,0.3618,Node_7
2018-03-23/22:56:07,7.1,0.0415,0.3619,Node_7
2018-03-23/22:56:08,7.13,0.0414,0.362,Node_7
2018-03-23/22:56:09,7.15,0.0414,0.362,Node_7
2018-03-23/22:56:10,7.15,0.0414,0.3621,Node_7
2018-03-23/22:56:11,7.2,0.0414,0.3622,Node_7
2018-03-23/22:56:12,7.22,0.0413,0.3623,Node_7
2018-03-23/22:56:13,7.24,0.0413,0.3623,Node_7
2018-03-23/22:56:14,7.27,0.0413,0.3624,Node_7
2018-03-23/22:56:15,7.31,0.0413,0.3625,Node_7
2018-03-23/22:56:16,7.36,0.0412,0.3626,Node_7
2018-03-23/22:56:17,7.4,0.0412,0.3627,Node_7
2018-03-23/22:56:18,7.39,0.0412,0.3627,Node_7
2018-03-23/22:56:19,7.43,0.0411,0.3628,Node_7
2018-03-23/22:56:20,7.47,0.0411,0.3629,Node_7
2018-03-23/22:56:21,7.51,0.0411,0.363,Node_7
2018-03-23/22:56:22,7.53,0.0411,0.363,Node_7
2018-03-23/22:56:23,7.53,0.041,0.3631,Node_7
2018-03-23/22:56:24,7.55,0.041,0.3632,Node_7
2018-03-23/22:56:25,7.56,0.041,0.3633,Node_7
2018-03-23/22:56:26,7.55,0.0409,0.3634,Node_7
2018-03-23/22:56:27,7.56,0.0409,0.3634,Node_7
2018-03-23/22:56:28,7.58,0.0409,0.3635,Node_7
2018-03-23/22:56:29,7.6,0.0409,0.3636,Node_7
2018-03-23/22:56:30,7.6,0.0408,0.3637,Node_7
2018-03-23/22:56:31,7.6,0.0408,0.3637,Node_7
2018-03-23/22:56:32,7.62,0.0408,0.3638,Node_7
2018-03-23/22:56:33,7.61,0.0407,0.3639,Node_7
2018-03-23/22:56:34,7.58,0.0407,0.364,Node_7
2018-03-23/22:56:35,7.57,0.0407,0.3641,Node_7
2018-03-23/22:56:36,7.62,0.0407,0.3641,Node_7
2018-03-23/22:56:37,7.66,0.0406,0.3642,Node_7
2018-03-23/22:56:38,7.65,0.0406,0.3643,Node_7
2018-03-23/22:56:39,7.66,0.0406,0.3644,Node_7
2018-03-23/22:56:40,7.68,0.0406,0.3644,Node_7
2018-03-23/22:56:41,7.72,0.0405,0.3645,Node_7
2018-03-23/22:56:42,7.75,0.0405,0.3646,Node_7
2018-03-23/22:56:43,7.77,0.0405,0.3647,Node_7
2018-03-23/22:56:44,7.78,0.0404,0.3648,Node_7
2018-03-23/22:56:45,7.83,0.0404,0.3648,Node_7
2018-03-23/22:56:46,7.86,0.0404,0.3649,Node_7
2018-03-23/22:56:47,7.88,0.0404,0.365,Node_7
2018-03-23/22:56:48,7.89,0.0403,0.3651,Node_7
2018-03-23/22:56:49,7.93,0.0403,0.3651,Node_7
2018-03-23/22:56:50,7.94,0.0403,0.3652,Node_7
2018-03-23/22:56:51,8.0,0.0402,0.3653,Node_7
2018-03-23/22:56:52,8.03,0.0402,0.3654,Node_7
2018-03-23/22:56:53,8.01,0.0402,0.3655,Node_7
2018-03-23/22:56:54,8.04,0.0402,0.3655,Node_7
2018-03-23/22:56:55,8.04,0.0401,0.3656,Node_7
2018-03-23/22:56:56,8.0,0.0401,0.3657,Node_7
2018-03-23/22:56:57,8.03,0.0401,0.3658,Node_7
2018-03-23/22:56:58,8.05,0.0401,0.3658,Node_7
2018-03-23/22:56:59,8.0,0.04,0.3659,Node_7
2018-03-23/22:57:00,8.04,0.04,0.366,Node_7
2018-03-23/22:57:01,8.03,0.04,0.3661,Node_7
2018-03-23/22:57:02,8.02,0.0399,0.3662,Node_7
2018-03-23/22:57:03,8.0,0.0399,0.3662,Node_7
2018-03-23/22:57:04,7.99,0.0399,0.3663,Node_7
2018-03-23/22:57:05,7.94,0.0399,0.3664,Node_7
2018-03-23/22:57:06,7.94,0.0398,0.3665,Node_7
2018-03-23/22:57:07,7.93,0.0398,0.3665,Node_7
2018-03-23/22:57:08,7.94,0.0398,0.3666,Node_7
2018-03-23/22:57:09,7.95,0.0398,0.3667,Node_7
2018-03-23/22:57:10,7.92,0.0397,0.3668,Node_7
2018-03-23/22:57:11,7.88,0.0397,0.3669,Node_7
2018-03-23/22:57:12,7.88,0.0397,0.3669,Node_7
2018-03-23/22:57:13,7.81,0.0396,0.367,Node_7
2018-03-23/22:57:14,7.84,0.0396,0.3671,Node_7
2018-03-23/22:57:15,7.85,0.0396,0.3672,Node_7
2018-03-23/22:57:16,7.81,0.0396,0.3672,Node_7
2018-03-23/22:57:17,7.83,0.0395,0.3673,Node_7
2018-03-23/22:57:18,7.77,0.0395,0.3674,Node_7
2018-03-23/22:57:19,7.81,0.0395,0.3675,Node_7
2018-03-23/22:57:20,7.83,0.0394,0.3676,Node_7
2018-03-23/22:57:21,7.83,0.0394,0.3676,Node_7
2018-03-23/22:57:22,7.84,0.0394,0.3677,Node_7
2018-03-23/22:57:23,7.83,0.0394,0.3678,Node_7
2018-03-23/22:57:24,7.89,0.0393,0.3679,Node_7
2018-03-23/22:57:25,7.88,0.0393,0.3679,Node_7
2018-03-23/22:57:26,7.9,0.0393,0.368,Node_7
2018-03-23/22:57:27,7.88,0.0392,0.3681,Node_7
2018-03-23/22:57:28,7.89,0.0392,0.3682,Node_7
2018-03-23/22:57:29,7.85,0.0392,0.3683,Node_7
2018-03-23/22:57:30,7.83,0.0392,0.3683,Node_7
2018-03-23/22:57:31,7.84,0.0391,0.3684,Node_7
2018-03-23/22:57:32,7.82,0.0391,0.3685,Node_7
2018-03-23/22:57:33,7.79,0.0391,0.3686,Node_7
2018-03-23/22:57:34,7.79,0.0391,0.3686,Node_7
2018-03-23/22:57:35,7.76,0.039,0.3687,Node_7
2018-03-23/22:57:36,7.76,0.039,0.3688,Node_7
2018-03-23/22:57:37,7.74,0.039,0.3689,Node_7
2018-03-23/22:57:38,7.76,0.0389,0.369,Node_7
2018-03-23/22:57:39,7.71,0.0389,0.369,Node_7
2018-03-23/22:57:40,7.69,0.0389,0.3691,Node_7
2018-03-23/22:57:41,7.64,0.0389,0.3692,Node_7
2018-03-23/22:57:42,7.62,0.0388,0.3693,Node_7
2018-03-23/22:57:43,7.6,0.0388,0.3693,Node_7
2018-03-23/22:57:44,7.62,0.0388,0.3694,Node_7
2018-03-23/22:57:45,7.62,0.0387,0.3695,Node_7
2018-03-23/22:57:46,7.57,0.0387,0.3696,Node_7
2018-03-23/22:57:47,7.59,0.0387,0.3697,Node_7
2018-03-23/22:57:48,7.58,0.0387,0.3697,Node_7
2018-03-23/22:57:49,7.56,0.0386,0.3698,Node_7
2018-03-23/22:57:50,7.55,0.0386,0.3699,Node_7
2018-03-23/22:57:51,7.52,0.0386,0.37,Node_7
2018-03-23/22:57:52,7.49,0.0386,0.37,Node_7
2018-03-23/22:57:53,7.52,0.0385,0.3701,Node_7
2018-03-23/22:57:54,7.56,0.0385,0.3702,Node_7
2018-03-23/22:57:55,7.54,0.0385,0.3703,Node_7
2018-03-23/22:57:56,7.53,0.0384,0.3704,Node_7
2018-03-23/22:57:57,7.55,0.0384,0.3704,Node_7
2018-03-23/22:57:58,7.5,0.0384,0.3705,Node_7
2018-03-23/22:57:59,7.5,0.0384,0.3706,Node_7
2018-03-23/22:58:00,7.49,0.0383,0.3707,Node_7
2018-03-23/22:58:01,7.5,0.0383,0.3707,Node_7
2018-03-23/22:58:02,7.56,0.0383,0.3708,Node_7
2018-03-23/22:58:03,7.59,0.0382,0.3709,Node_7
2018-03-23/22:58:04,7.58,0.0382,0.371,Node_7
2018-03-23/22:58:05,7.63,0.0382,0.3711,Node_7
2018-03-23/22:58:06,7.64,0.0382,0.3711,Node_7
2018-03-23/22:58:07,7.67,0.0381,0.3712,Node_7
2018-03-23/22:58:08,7.69,0.0381,0.3713,Node_7
2018-03-23/22:58:09,7.69,0.0381,0.3714,Node_7
2018-03-23/22:58:10,7.67,0.0381,0.3714,Node_7
2018-03-23/22:58:11,7.67,0.038,0.3715,Node_7
2018-03-23/22:58:12,7.7,0.038,0.3716,Node_7
2018-03-23/22:58:13,7.73,0.038,0.3717,Node_7
2018-03-23/22:58:14,7.74,0.0379,0.3718,Node_7
2018-03-23/22:58:15,7.75,0.0379,0.3718,Node_7
2018-03-23/22:58:16,7.75,0.0379,0.3719,Node_7
2018-03-23/22:58:17,7.77,0.0379,0.372,Node_7
2018-03-23/22:58:18,7.76,0.0378,0.3721,Node_7
2018-03-23/22:58:19,7.77,0.0378,0.3721,Node_7
2018-03-23/22:58:20,7.74,0.0378,0.3722,Node_7
2018-03-23/22:58:21,7.78,0.0378,0.3723,Node_7
2018-03-23/22:58:22,7.76,0.0377,0.3724,Node_7
2018-03-23/22:58:23,7.74,0.0377,0.3725,Node_7
2018-03-23/22:58:24,7.72,0.0377,0.3725,Node_7
2018-03-23/22:58:25,7.72,0.0376,0.3726,Node_7
2018-03-23/22:58:26,7.74,0.0376,0.3727,Node_7
2018-03-23/22:58:27,7.73,0.0376,0.3728,Node_7
2018-03-23/22:58:28,7.71,0.0376,0.3728,Node_7
2018-03-23/22:58:29,7.7,0.0375,0.3729,Node_7
2018-03-23/22:58:30,7.71,0.0375,0.373,Node_7
2018-03-23/22:58:31,7.7,0.0375,0.3731,Node_7
2018-03-23/22:58:32,7.69,0.0374,0.3732,Node_7
2018-03-23/22:58:33,7.69,0.0374,0.3732,Node_7
2018-03-23/22:58:34,7.68,0.0374,0.3733,Node_7
2018-03-23/22:58:35,7.68,0.0374,0.3734,Node_7
2018-03-23/22:58:36,7.67,0.0373,0.3735,Node_7
2018-03-23/22:58:37,7.67,0.0373,0.3735,Node_7
2018-03-23/22:58:38,7.66,0.0373,0.3736,Node_7
2018-03-23/22:58:39,7.68,0.0372,0.3737,Node_7
2018-03-23/22:58:40,7.68,0.0372,0.3738,Node_7
2018-03-23/22:58:41,7.64,0.0372,0.3739,Node_7
2018-03-23/22:58:42,7.63,0.0372,0.3739,Node_7
2018-03-23/22:58:43,7.59,0.0371,0.374,Node_7
2018-03-23/22:58:44,7.61,0.0371,0.3741,Node_7
2018-03-23/22:58:45,7.54,0.0371,0.3742,Node_7
2018-03-23/22:58:46,7.54,0.0371,0.3742,Node_7
2018-03-23/22:58:47,7.47,0.037,0.3743,Node_7
2018-03-23/22:58:48,7.48,0.037,0.3744,Node_7
2018-03-23/22:58:49,7.48,0.037,0.3745,Node_7
2018-03-23/22:58:50,7.46,0.0369,0.3746,Node_7
2018-03-23/22:58:51,7.42,0.0369,0.3746,Node_7
2018-03-23/22:58:52,7.41,0.0369,0.3747,Node_7
2018-03-23/22:58:53,7.4,0.0369,0.3748,Node_7
2018-03-23/22:58:54,7.4,0.0368,0.3749,Node_7
2018-03-23/22:58:55,7.34,0.0368,0.3749,Node_7
2018-03-23/22:58:56,7.39,0.0368,0.375,Node_7
2018-03-23/22:58:57,7.38,0.0367,0.3751,Node_7
2018-03-23/22:58:58,7.38,0.0367,0.3752,Node_7
2018-03-23/22:58:59,7.4,0.0367,0.3753,Node_7
2018-03-23/22:59:00,7.37,0.0367,0.3753,Node_7
2018-03-23/22:59:01,7.42,0.0366,0.3754,Node_7
2018-03-23/22:59:02,7.37,0.0366,0.3755,Node_7
2018-03-23/22:59:03,7.38,0.0366,0.3756,Node_7
2018-03-23/22:59:04,7.35,0.0366,0.3756,Node_7
2018-03-23/22:59:05,7.32,0.0365,0.3757,Node_7
2018-03-23/22:59:06,7.3,0.0365,0.3758,Node_7
2018-03-23/22:59:07,7.33,0.0365,0.3759,Node_7
2018-03-23/22:59:08,7.34,0.0364,0.376,Node_7
2018-03-23/22:59:09,7.36,0.0364,0.376,Node_7
2018-03-23/22:59:10,7.37,0.0364,0.3761,Node_7
2018-03-23/22:59:11,7.37,0.0364,0.3762,Node_7
2018-03-23/22:59:12,7.35,0.0363,0.3763,Node_7
2018-03-23/22:59:13,7.34,0.0363,0.3763,Node_7
2018-03-23/22:59:14,7.33,0.0363,0.3764,Node_7
2018-03-23/22:59:15,7.31,0.0363,0.3765,Node_7
2018-03-23/22:59:16,7.26,0.0362,0.3766,Node_7
2018-03-23/22:59:17,7.22,0.0362,0.3767,Node_7
2018-03-23/22:59:18,7.26,0.0362,0.3767,Node_7
2018-03-23/22:59:19,7.25,0.0361,0.3768,Node_7
2018-03-23/22:59:20,7.24,0.0361,0.3769,Node_7
2018-03-23/22:59:21,7.19,0.0361,0.377,Node_7
2018-03-23/22:59:22,7.2,0.0361,0.377,Node_7
2018-03-23/22:59:23,7.22,0.036,0.3771,Node_7
2018-03-23/22:59:24,7.17,0.036,0.3772,Node_7
2018-03-23/22:59:25,7.15,0.036,0.3773,Node_7
2018-03-23/22:59:26,7.16,0.0359,0.3774,Node_7
2018-03-23/22:59:27,7.15,0.0359,0.3774,Node_7
2018-03-23/22:59:28,7.16,0.0359,0.3775,Node_7
2018-03-23/22:59:29,7.12,0.0359,0.3776,Node_7
2018-03-23/22:59:30,7.14,0.0358,0.3777,Node_7
2018-03-23/22:59:31,7.14,0.0358,0.3777,Node_7
2018-03-23/22:59:32,7.15,0.0358,0.3778,Node_7
2018-03-23/22:59:33,7.12,0.0357,0.3779,Node_7
2018-03-23/22:59:34,7.12,0.0357,0.378,Node_7
2018-03-23/22:59:35,7.14,0.0357,0.3781,Node_7
2018-03-23/22:59:36,7.09,0.0357,0.3781,Node_7
2018-03-23/22:59:37,7.11,0.0356,0.3782,Node_7
2018-03-23/22:59:38,7.09,0.0356,0.3783,Node_7
2018-03-23/22:59:39,7.14,0.0356,0.3784,Node_7
2018-03-23/22:59:40,7.1,0.0356,0.3784,Node_7
2018-03-23/22:59:41,7.12,0.0355,0.3785,Node_7
2018-03-23/22:59:42,7.07,0.0355,0.3786,Node_7
2018-03-23/22:59:43,7.04,0.0355,0.3787,Node_7
2018-03-23/22:59:44,7.0,0.0354,0.3788,Node_7
2018-03-23/22:59:45,7.01,0.0354,0.3788,Node_7
2018-03-23/22:59:46,6.98,0.0354,0.3789,Node_7
2018-03-23/22:59:47,7.02,0.0354,0.379,Node_7
2018-03-23/22:59:48,6.97,0.0353,0.3791,Node_7
2018-03-23/22:59:49,7.0,0.0353,0.3791,Node_7
2018-03-23/22:59:50,6.99,0.0353,0.3792,Node_7
2018-03-23/22:59:51,6.96,0.0352,0.3793,Node_7
2018-03-23/22:59:52,6.96,0.0352,0.3794,Node_7
2018-03-23/22:59:53,6.93,0.0352,0.3795,Node_7
2018-03-23/22:59:54,6.93,0.0352,0.3795,Node_7
2018-03-23/22:59:55,6.92,0.0351,0.3796,Node_7
2018-03-23/22:59:56,6.92,0.0351,0.3797,Node_7
2018-03-23/22:59:57,6.96,0.0351,0.3798,Node_7
2018-03-23/22:59:58,6.91,0.0351,0.3798,Node_7
2018-03-23/22:59:59,6.86,0.035,0.3799,Node_7
2018-03-23/23:00:00,6.86,0.035,0.38,Node_7
2018-03-23/23:00:01,6.85,0.035,0.3801,Node_7
2018-03-23/23:00:02,6.83,0.0349,0.3802,Node_7
2018-03-23/23:00:03,6.83,0.0349,0.3802,Node_7
2018-03-23/23:00:04,6.88,0.0349,0.3803,Node_7
2018-03-23/23:00:05,6.85,0.0349,0.3804,Node_7
2018-03-23/23:00:06,6.79,0.0348,0.3805,Node_7
2018-03-23/23:00:07,6.78,0.0348,0.3805,Node_7
2018-03-23/23:00:08,6.77,0.0348,0.3806,Node_7
2018-03-23/23:00:09,6.72,0.0347,0.3807,Node_7
2018-03-23/23:00:10,6.71,0.0347,0.3808,Node_7
2018-03-23/23:00:11,6.67,0.0347,0.3809,Node_7
2018-03-23/23:00:12,6.59,0.0347,0.3809,Node_7
2018-03-23/23:00:13,6.61,0.0346,0.381,Node_7
2018-03-23/23:00:14,6.6,0.0346,0.3811,Node_7
2018-03-23/23:00:15,6.6,0.0346,0.3812,Node_7
2018-03-23/23:00:16,6.56,0.0346,0.3812,Node_7
2018-03-23/23:00:17,6.5,0.0345,0.3813,Node_7
2018-03-23/23:00:18,6.5,0.0345,0.3814,Node_7
2018-03-23/23:00:19,6.49,0.0345,0.3815,Node_7
2018-03-23/23:00:20,6.46,0.0344,0.3816,Node_7
2018-03-23/23:00:21,6.46,0.0344,0.3816,Node_7
2018-03-23/23:00:22,6.42,0.0344,0.3817,Node_7
2018-03-23/23:00:23,6.36,0.0344,0.3818,Node_7
2018-03-23/23:00:24,6.33,0.0343,0.3819,Node_7
2018-03-23/23:00:25,6.38,0.0343,0.3819,Node_7
2018-03-23/23:00:26,6.32,0.0343,0.382,Node_7
2018-03-23/23:00:27,6.3,0.0343,0.3821,Node_7
2018-03-23/23:00:28,6.3,0.0342,0.3822,Node_7
2018-03-23/23:00:29,6.28,0.0342,0.3823,Node_7
2018-03-23/23:00:30,6.27,0.0342,0.3823,Node_7
2018-03-23/23:00:31,6.3,0.0341,0.3824,Node_7
2018-03-23/23:00:32,6.31,0.0341,0.3825,Node_7
2018-03-23/23:00:33,6.3,0.0341,0.3826,Node_7
2018-03-23/23:00:34,6.28,0.0341,0.3826,Node_7
2018-03-23/23:00:35,6.29,0.034,0.3827,Node_7
2018-03-23/23:00:36,6.27,0.034,0.3828,Node_7
2018-03-23/23:00:37,6.24,0.034,0.3829,Node_7
2018-03-23/23:00:38,6.23,0.0339,0.383,Node_7
2018-03-23/23:00:39,6.22,0.0339,0.383,Node_7
2018-03-23/23:00:40,6.19,0.0339,0.3831,Node_7
2018-03-23/23:00:41,6.18,0.0339,0.3832,Node_7
2018-03-23/23:00:42,6.16,0.0338,0.3833,Node_7
2018-03-23/23:00:43,6.1,0.0338,0.3833,Node_7
2018-03-23/23:00:44,6.02,0.0338,0.3834,Node_7
2018-03-23/23:00:45,6.0,0.0337,0.3835,Node_7
2018-03-23/23:00:46,6.0,0.0337,0.3836,Node_7
2018-03-23/23:00:47,5.98,0.0337,0.3837,Node_7
2018-03-23/23:00:48,5.96,0.0337,0.3837,Node_7
2018-03-23/23:00:49,5.95,0.0336,0.3838,Node_7
2018-03-23/23:00:50,5.88,0.0336,0.3839,Node_7
2018-03-23/23:00:51,5.89,0.0336,0.384,Node_7
2018-03-23/23:00:52,5.85,0.0336,0.384,Node_7
2018-03-23/23:00:53,5.82,0.0335,0.3841,Node_7
2018-03-23/23:00:54,5.81,0.0335,0.3842,Node_7
2018-03-23/23:00:55,5.76,0.0335,0.3843,Node_7
2018-03-23/23:00:56,5.78,0.0334,0.3844,Node_7
2018-03-23/23:00:57,5.74,0.0334,0.3844,Node_7
2018-03-23/23:00:58,5.73,0.0334,0.3845,Node_7
2018-03-23/23:00:59,5.67,0.0334,0.3846,Node_7
2018-03-23/23:01:00,5.7,0.0333,0.3847,Node_7
2018-03-23/23:01:01,5.67,0.0333,0.3847,Node_7
2018-03-23/23:01:02,5.66,0.0333,0.3848,Node_7
2018-03-23/23:01:03,5.63,0.0332,0.3849,Node_7
2018-03-23/23:01:04,5.62,0.0332,0.385,Node_7
2018-03-23/23:01:05,5.6,0.0332,0.3851,Node_7
2018-03-23/23:01:06,5.59,0.0332,0.3851,Node_7
2018-03-23/23:01:07,5.58,0.0331,0.3852,Node_7
2018-03-23/23:01:08,5.55,0.0331,0.3853,Node_7
2018-03-23/23:01:09,5.54,0.0331,0.3854,Node_7
2018-03-23/23:01:10,5.53,0.0331,0.3854,Node_7
2018-03-23/23:01:11,5.52,0.033,0.3855,Node_7
2018-03-23/23:01:12,5.48,0.033,0.3856,Node_7
2018-03-23/23:01:13,5.46,0.033,0.3857,Node_7
2018-03-23/23:01:14,5.43,0.0329,0.3858,Node_7
2018-03-23/23:01:15,5.38,0.0329,0.3858,Node_7
2018-03-23/23:01:16,5.4,0.0329,0.3859,Node_7
2018-03-23/23:01:17,5.4,0.0329,0.386,Node_7
2018-03-23/23:01:18,5.29,0.0328,0.3861,Node_7
2018-03-23/23:01:19,5.33,0.0328,0.3861,Node_7
2018-03-23/23:01:20,5.32,0.0328,0.3862,Node_7
2018-03-23/23:01:21,5.27,0.0328,0.3863,Node_7
2018-03-23/23:01:22,5.25,0.0327,0.3864,Node_7
2018-03-23/23:01:23,5.21,0.0327,0.3865,Node_7
2018-03-23/23:01:24,5.22,0.0327,0.3865,Node_7
2018-03-23/23:01:25,5.21,0.0326,0.3866,Node_7
2018-03-23/23:01:26,5.21,0.0326,0.3867,Node_7
2018-03-23/23:01:27,5.19,0.0326,0.3868,Node_7
2018-03-23/23:01:28,5.17,0.0326,0.3868,Node_7
